user_genome	classification	classification_color	Genome_size	Completeness	Contamination	checkM	checkM_ann	Cultured	ncbi_genome_category
1111525849664761_bin.1	Pseudomonadota	#848380	1833533	75.94	9.57	1	MQ	1	classified
T2109199010_concoct_bins_bin.6	Pseudomonadota	#848380	3867064	100	0.273	1	HQ	1	classified
T2109199012_concoct_bins_bin.17	Pseudomonadota	#848380	5522263	99.15	0.907	1	HQ	1	classified
1111525849667770_bin.14	Pseudomonadota	#848380	1675730	99.57	2.78	1	HQ	1	unclassified
T2109199035_maxbin2_bins_bin.8	Pseudomonadota	#848380	5032615	78.87	8.492	1	MQ	1	unclassified
T2109199046_concoct_bins_bin.6	Pseudomonadota	#848380	5556923	96.66	2.595	1	HQ	1	classified
T2109199047_concoct_bins_bin.2	Pseudomonadota	#848380	5407482	100	0.014	1	HQ	1	classified
T2109199048_concoct_bins_bin.10	Pseudomonadota	#848380	3225714	100	0	1	HQ	1	classified
1111525849667897_bin.20	Pseudomonadota	#848380	4699832	89.81	2.41	1	MQ	1	classified
T2109199058_metabat2_bins_bin.12	Pseudomonadota	#848380	3118393	99.9	0.039	1	HQ	1	classified
T2109199076_concoct_bins_bin.37	Pseudomonadota	#848380	4935197	97.46	1.488	1	HQ	1	unclassified
T2109199078_concoct_bins_bin.8	Pseudomonadota	#848380	6130659	100	3.265	1	HQ	1	classified
1111525849668257_bin.4	Pseudomonadota	#848380	3389423	88.29	7.45	1	MQ	1	unclassified
T2109199086_concoct_bins_bin.37	Pseudomonadota	#848380	3312195	99.73	0	1	HQ	1	classified
T2109199087_concoct_bins_bin.58	Pseudomonadota	#848380	2706192	91.44	4.242	1	HQ	1	classified
T2109199106_concoct_bins_bin.29	Pseudomonadota	#848380	5115020	99.92	1.535	1	HQ	1	classified
T2109199119_concoct_bins_bin.20	Pseudomonadota	#848380	5140846	99.81	0	1	HQ	1	classified
1111525849668257_bin.6	Pseudomonadota	#848380	2190438	85.83	2.15	1	MQ	1	classified
T2109199139_concoct_bins_bin.29	Pseudomonadota	#848380	2078957	99.8	0	1	HQ	1	classified
T2109199157_concoct_bins_bin.15	Pseudomonadota	#848380	5407534	99.66	0.11	1	HQ	1	classified
T2109199162_concoct_bins_bin.1	Pseudomonadota	#848380	4981531	99.81	0	1	HQ	1	classified
T2109199163_concoct_bins_bin.30	Pseudomonadota	#848380	2682520	79.51	9.45	1	MQ	1	unclassified
1111525849668582_bin.12	Pseudomonadota	#848380	2469916	88.28	1.35	1	MQ	1	unclassified
T2109199169_concoct_bins_bin.3	Pseudomonadota	#848380	5800854	99.59	2.432	1	HQ	1	classified
T2109199170_concoct_bins_bin.22	Pseudomonadota	#848380	5809316	100	0.599	1	HQ	1	classified
T2109199171_concoct_bins_bin.19	Pseudomonadota	#848380	4913794	99.65	0.995	1	HQ	1	classified
T2109199172_concoct_bins_bin.16	Pseudomonadota	#848380	1996268	95.59	4.885	1	HQ	1	unclassified
T2109199176_concoct_bins_bin.43	Pseudomonadota	#848380	5121594	100	0.11	1	HQ	1	classified
T2109199181_concoct_bins_bin.12	Pseudomonadota	#848380	4533135	75.1	4.827	1	MQ	1	unclassified
T2109199191_concoct_bins_bin.5	Pseudomonadota	#848380	4295459	97.37	2.236	1	HQ	1	classified
T2109199192_concoct_bins_bin.3	Pseudomonadota	#848380	3072312	93.64	3.036	1	HQ	1	classified
T2109199193_metabat2_bins_bin.19	Pseudomonadota	#848380	4865453	99.29	0.432	1	HQ	1	classified
T2109199194_concoct_bins_bin.17	Pseudomonadota	#848380	4760947	99.98	0.163	1	HQ	1	classified
T2109199199_concoct_bins_bin.25	Pseudomonadota	#848380	6087151	100	1.275	1	HQ	1	unclassified
T2109199205_concoct_bins_bin.12	Pseudomonadota	#848380	4925645	99.7	0.644	1	HQ	1	classified
1111525849668977_bin.3	Pseudomonadota	#848380	3668103	99.84	1.44	1	HQ	1	unclassified
1111525849669703_bin.2	Pseudomonadota	#848380	2522460	87.73	4.17	1	MQ	1	unclassified
1111525849669823_bin.8	Pseudomonadota	#848380	3484515	95.11	1.02	1	HQ	1	classified
1111525849669879_bin.23	Pseudomonadota	#848380	3749611	85.03	2.08	1	MQ	1	unclassified
1111525849670236_bin.6	Pseudomonadota	#848380	1036129	87.84	0	1	MQ	1	unclassified
1111525849736752_bin.15	Pseudomonadota	#848380	5124080	99.48	0.56	1	HQ	1	classified
1111525849736752_bin.20	Pseudomonadota	#848380	3312556	89.78	2.04	1	MQ	1	classified
1111525849736824_bin.22	Pseudomonadota	#848380	3534465	98.93	1.58	1	HQ	1	unclassified
1111525849736894_bin.11	Pseudomonadota	#848380	2169897	96.77	0	1	HQ	1	classified
1111525849862995_bin.3	Pseudomonadota	#848380	1104811	59.8	0.43	1	MQ	1	unclassified
1111525849483071_bin.20_new	Pseudomonadota	#848380	1483553	50	7.76	1	MQ	1	unclassified
1111525849736908_bin.41	Pseudomonadota	#848380	3333911	99.35	1.22	1	HQ	1	unclassified
1111525849736936_bin.3	Pseudomonadota	#848380	5041060	97.76	2.36	1	HQ	1	unclassified
1111525849736936_bin.37	Pseudomonadota	#848380	3118992	99.16	1.45	1	HQ	1	unclassified
1111525849736936_bin.47	Pseudomonadota	#848380	4533828	97.63	1.28	1	HQ	1	unclassified
1111525849663969_bin.19	Pseudomonadota	#848380	943473	59.84	3.87	1	MQ	1	classified
1111525849767822_bin.11	Pseudomonadota	#848380	992080	52.27	3.16	1	MQ	1	classified
1111525849737037_bin.2	Pseudomonadota	#848380	2356950	100	0	1	HQ	1	unclassified
1111525849737037_bin.23	Pseudomonadota	#848380	3989158	99.86	0	1	HQ	1	unclassified
1111525849737037_bin.29	Pseudomonadota	#848380	2947329	99.59	0.31	1	HQ	1	classified
1111525849737158_bin.14	Pseudomonadota	#848380	4430276	99.41	0.78	1	HQ	1	classified
1111525849737158_bin.18_new	Pseudomonadota	#848380	3213492	76.14	3.94	1	MQ	1	unclassified
1111525849737189_bin.1	Pseudomonadota	#848380	3557240	92.98	5.03	1	MQ	1	unclassified
1111525849737205_bin.12	Pseudomonadota	#848380	5253707	98.99	1.19	1	HQ	1	unclassified
1111525849748616_bin.42	Pseudomonadota	#848380	1840323	75.98	4.17	1	MQ	1	unclassified
1111525849737484_bin.1	Pseudomonadota	#848380	3344246	99	5.02	1	MQ	1	unclassified
1111525849486576_bin.62	Pseudomonadota	#848380	1588225	66.16	2.75	1	MQ	1	unclassified
1111525849760419_bin.13	Pseudomonadota	#848380	1276507	57.09	1.56	1	MQ	1	unclassified
1111525849650039_bin.20	Pseudomonadota	#848380	3035564	74.46	0.52	1	MQ	1	unclassified
1111525849737484_bin.17	Pseudomonadota	#848380	2281178	94.22	0.59	1	HQ	1	unclassified
1111525849854152_bin.48	Pseudomonadota	#848380	5043438	60.34	0	1	MQ	1	unclassified
T2108174131_metabat2_bins_bin.24	Pseudomonadota	#848380	2582121	67.24	1.724	1	MQ	1	classified
1111525849737484_bin.31	Pseudomonadota	#848380	2274673	96.02	1.68	1	HQ	1	unclassified
T2108174011_concoct_bins_bin.20	Pseudomonadota	#848380	2859445	55.16	4.845	1	MQ	1	classified
1111525849737484_bin.8	Pseudomonadota	#848380	3818383	93.52	5.03	1	MQ	1	unclassified
1111525849478674_bin.52	Pseudomonadota	#848380	1726065	72.55	0.65	1	MQ	1	unclassified
1111525849480988_bin.44	Pseudomonadota	#848380	1398818	58.78	0	1	MQ	1	unclassified
T2108173873_metabat2_bins_bin.61	Pseudomonadota	#848380	1606200	73.06	0.942	1	MQ	1	unclassified
1111525849743258_bin.41	Pseudomonadota	#848380	1210573	58.44	2.49	1	MQ	1	unclassified
T2108173882_maxbin2_bins_bin.16	Pseudomonadota	#848380	2019244	56.19	1.724	1	MQ	1	unclassified
1111525849736894_bin.3	Pseudomonadota	#848380	1817364	72.17	3.04	1	MQ	1	unclassified
1111525849737518_bin.20	Pseudomonadota	#848380	3226323	96.52	0.04	1	HQ	1	unclassified
T2108174111_concoct_bins_bin.38	Pseudomonadota	#848380	2561854	69.8	3.84	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.16	Pseudomonadota	#848380	1805106	61.85	3.227	1	MQ	1	unclassified
1111525849736752_bin.19	Pseudomonadota	#848380	1518587	52.4	1.72	1	MQ	1	unclassified
T2108174081_concoct_bins_bin.99	Pseudomonadota	#848380	1887080	68.42	7.285	1	MQ	1	unclassified
1111525849478674_bin.6	Pseudomonadota	#848380	1341082	54.35	0.43	1	MQ	1	unclassified
T2108174135_concoct_bins_bin.80	Pseudomonadota	#848380	1736344	65.97	3.604	1	MQ	1	unclassified
1111525849737518_bin.30	Pseudomonadota	#848380	1601154	81.87	2.01	1	MQ	1	unclassified
1111525849478044_bin.1	Pseudomonadota	#848380	3083418	58.34	8.87	1	MQ	1	unclassified
1111525849860954_bin.30	Pseudomonadota	#848380	3675934	50.86	6.9	1	MQ	1	classified
DP1806001328_bin.2	Pseudomonadota	#848380	2974569	56.58	0.78	1	MQ	1	classified
T2107172010_metabat2_bins_bin.4	Pseudomonadota	#848380	3571251	50	0	1	MQ	1	unclassified
T2108174023_concoct_bins_bin.66	Pseudomonadota	#848380	2686260	51.33	9.075	1	MQ	1	classified
T2109198885_concoct_bins_bin.4	Pseudomonadota	#848380	2991955	60.64	1.939	1	MQ	1	classified
R_T2109199198_metabat2_bins_bin.10	Pseudomonadota	#848380	4055435	50	0.862	1	MQ	1	classified
T2109199139_concoct_bins_bin.30	Pseudomonadota	#848380	2268331	52.01	1.222	1	MQ	1	classified
T2108174103_metabat2_bins_bin.72	Pseudomonadota	#848380	4680408	69.89	0.877	1	MQ	1	classified
1111525849739687_bin.11	Pseudomonadota	#848380	2121031	99.2	0.34	1	HQ	1	classified
T2107171988_concoct_bins_bin.10	Pseudomonadota	#848380	2168520	50.65	2.553	1	MQ	1	unclassified
T2108173991_concoct_bins_bin.108	Pseudomonadota	#848380	2460423	53.95	2.92	1	MQ	1	classified
T2109198986_maxbin2_bins_bin.7	Pseudomonadota	#848380	3563630	61.74	8.947	1	MQ	1	unclassified
T2108173981_metabat2_bins_bin.50	Pseudomonadota	#848380	4025286	52.74	5.172	1	MQ	1	unclassified
T2109198981_concoct_bins_bin.28	Pseudomonadota	#848380	3191241	68.6	4.54	1	MQ	1	classified
T2107171983_concoct_bins_bin.1	Pseudomonadota	#848380	2640201	51.03	1.944	1	MQ	1	classified
T2108174038_concoct_bins_bin.73	Pseudomonadota	#848380	2700663	51.23	3.64	1	MQ	1	classified
T2109199099_concoct_bins_bin.7	Pseudomonadota	#848380	3290250	72.88	1.991	1	MQ	1	classified
1111525849852445_bin.1_new	Pseudomonadota	#848380	2032913	51.03	1.72	1	MQ	1	classified
T2108174036_concoct_bins_bin.64	Pseudomonadota	#848380	2493625	58.43	8.699	1	MQ	1	unclassified
T2108174048_metabat2_bins_bin.4	Pseudomonadota	#848380	2980531	74.17	1.516	1	MQ	1	classified
T2108174051_concoct_bins_bin.169	Pseudomonadota	#848380	2326761	54.69	5.161	1	MQ	1	classified
1111525849478674_bin.69	Pseudomonadota	#848380	3122997	67.92	2.75	1	MQ	1	unclassified
T2108173981_concoct_bins_bin.97	Pseudomonadota	#848380	3607145	69.99	4.864	1	MQ	1	unclassified
T2108174135_metabat2_bins_bin.101	Pseudomonadota	#848380	2450934	52.75	6.034	1	MQ	1	classified
T2108173922_concoct_bins_bin.132	Pseudomonadota	#848380	2191207	56.02	2.239	1	MQ	1	unclassified
1111525849742525_bin.5	Pseudomonadota	#848380	2552998	86.68	0.51	1	MQ	1	unclassified
T2108174087_metabat2_bins_bin.33	Pseudomonadota	#848380	3519625	58.79	9.482	1	MQ	1	unclassified
T2108173920_metabat2_bins_bin.41	Pseudomonadota	#848380	1728312	53.94	1.206	1	MQ	1	unclassified
1111525849853730_bin.3	Pseudomonadota	#848380	2460257	57.65	4.7	1	MQ	1	unclassified
1111525849640249_bin.90	Pseudomonadota	#848380	3239720	71.72	4.66	1	MQ	1	unclassified
1111525849640249_bin.20	Pseudomonadota	#848380	2504476	71.9	8	1	MQ	1	unclassified
1111525849638712_bin.33	Pseudomonadota	#848380	2990841	66.73	2.02	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.26	Pseudomonadota	#848380	1695907	50.5	3.927	1	MQ	1	unclassified
T2108173922_metabat2_bins_bin.39	Pseudomonadota	#848380	3009218	62.5	1.612	1	MQ	1	classified
T2109199207_concoct_bins_bin.45	Pseudomonadota	#848380	2894541	53.93	2.159	1	MQ	1	classified
T2109199031_metabat2_bins_bin.7	Pseudomonadota	#848380	1801809	50.35	0.108	1	MQ	1	classified
1111525849742525_bin.6	Pseudomonadota	#848380	2955337	89.36	2.32	1	MQ	1	unclassified
T2108174096_metabat2_bins_bin.11	Pseudomonadota	#848380	4662080	55.61	2.631	1	MQ	1	classified
T2108173890_metabat2_bins_bin.44	Pseudomonadota	#848380	4714646	58.07	8.07	1	MQ	1	unclassified
T2108173867_concoct_bins_bin.152	Pseudomonadota	#848380	3864540	73.81	6.705	1	MQ	1	classified
T2108174031_concoct_bins_bin.10	Pseudomonadota	#848380	4087514	61.95	8.763	1	MQ	1	classified
T2108174102_concoct_bins_bin.56	Pseudomonadota	#848380	2691247	56.1	9.011	1	MQ	1	unclassified
T2108173949_metabat2_bins_bin.62	Pseudomonadota	#848380	5663474	69.47	3.508	1	MQ	1	classified
T2108173934_concoct_bins_bin.27	Pseudomonadota	#848380	2951241	53.91	3.96	1	MQ	1	classified
T2109199071_concoct_bins_bin.11	Pseudomonadota	#848380	2696038	53.69	1.376	1	MQ	1	unclassified
T2107171970_concoct_bins_bin.30	Pseudomonadota	#848380	3598359	50.38	2.013	1	MQ	1	classified
T2108174083_metabat2_bins_bin.15	Pseudomonadota	#848380	2112534	53.47	1.26	1	MQ	1	classified
1111525849650090_bin.2	Pseudomonadota	#848380	2606393	50.04	8.27	1	MQ	1	classified
T2109198983_concoct_bins_bin.8	Pseudomonadota	#848380	2555717	53.66	1.775	1	MQ	1	classified
T2109198890_maxbin2_bins_bin.16	Pseudomonadota	#848380	1774262	50.41	2.512	1	MQ	1	classified
1111525849852366_bin.7_new	Pseudomonadota	#848380	3572496	53.56	7.76	1	MQ	1	unclassified
T2108173957_concoct_bins_bin.29	Pseudomonadota	#848380	2775583	63.1	2.217	1	MQ	1	classified
T2109199175_concoct_bins_bin.6	Pseudomonadota	#848380	2752083	54.46	1.804	1	MQ	1	unclassified
T2108174071_metabat2_bins_bin.8	Pseudomonadota	#848380	3651812	57.24	9.195	1	MQ	1	unclassified
T2109199003_concoct_bins_bin.25	Pseudomonadota	#848380	3051052	56.44	2.198	1	MQ	1	unclassified
1111525849863687_bin.2	Pseudomonadota	#848380	2820681	53.57	5.77	1	MQ	1	unclassified
1111525849475051_bin.1	Pseudomonadota	#848380	3186719	55.68	9.17	1	MQ	1	unclassified
T2108174085_maxbin2_bins_bin.35	Pseudomonadota	#848380	4687076	67.86	2.586	1	MQ	1	classified
T2108174027_concoct_bins_bin.47	Pseudomonadota	#848380	2512467	52.94	1.649	1	MQ	1	classified
T2109199218_concoct_bins_bin.44	Pseudomonadota	#848380	2300987	73.58	7.079	1	MQ	1	classified
T2108174085_concoct_bins_bin.148	Pseudomonadota	#848380	1680154	57.55	2.017	1	MQ	1	classified
T2108173863_metabat2_bins_bin.52	Pseudomonadota	#848380	2425387	50.53	5.532	1	MQ	1	unclassified
1111525849742957_bin.1	Pseudomonadota	#848380	3027259	96.09	0.87	1	HQ	1	unclassified
1111525849478674_bin.45	Pseudomonadota	#848380	2456039	53.73	1.6	1	MQ	1	unclassified
T2107172006_metabat2_bins_bin.46	Pseudomonadota	#848380	2347105	52.65	5.015	1	MQ	1	classified
T2108173944_metabat2_bins_bin.88	Pseudomonadota	#848380	3394674	54.85	4.791	1	MQ	1	unclassified
MET0310_bin.28	Pseudomonadota	#848380	4164441	51.49	6.9	1	MQ	1	classified
T2109199218_metabat2_bins_bin.32	Pseudomonadota	#848380	4102148	67.28	1.156	1	MQ	1	classified
T2108174143_concoct_bins_bin.62	Pseudomonadota	#848380	2278322	54.27	9.4	1	MQ	1	unclassified
T2107172000_metabat2_bins_bin.30	Pseudomonadota	#848380	3344299	67.11	5.836	1	MQ	1	unclassified
MET0207_bin.86	Pseudomonadota	#848380	2966014	54.86	1.02	1	MQ	1	unclassified
T2108174131_metabat2_bins_bin.93	Pseudomonadota	#848380	2783188	60.92	5.35	1	MQ	1	unclassified
1111525849743258_bin.42	Pseudomonadota	#848380	3243443	94.78	0.17	1	HQ	1	unclassified
T2108173976_concoct_bins_bin.27	Pseudomonadota	#848380	2641515	69.67	3	1	MQ	1	classified
T2108173895_maxbin2_bins_bin.6	Pseudomonadota	#848380	1547281	50.32	2.701	1	MQ	1	classified
T2108174079_concoct_bins_bin.26	Pseudomonadota	#848380	4409681	65.73	8.633	1	MQ	1	unclassified
1111525849743403_bin.6	Pseudomonadota	#848380	3121710	73.3	1.43	1	MQ	1	unclassified
T2108173876_concoct_bins_bin.58	Pseudomonadota	#848380	4099319	54.04	9.733	1	MQ	1	unclassified
T2108173875_concoct_bins_bin.47	Pseudomonadota	#848380	5219132	50.78	7.221	1	MQ	1	unclassified
T2108174009_concoct_bins_bin.46	Pseudomonadota	#848380	2711103	52.29	3.984	1	MQ	1	classified
T2108174047_concoct_bins_bin.123	Pseudomonadota	#848380	2223096	50.37	1.663	1	MQ	1	classified
T2108173999_maxbin2_bins_bin.91	Pseudomonadota	#848380	3871849	50.31	6.896	1	MQ	1	unclassified
T2108174100_concoct_bins_bin.128	Pseudomonadota	#848380	2727544	53.9	9.708	1	MQ	1	classified
T2107172016_concoct_bins_bin.98	Pseudomonadota	#848380	1879402	51.96	1.886	1	MQ	1	classified
T2107171969_concoct_bins_bin.40	Pseudomonadota	#848380	1870157	50.67	2.853	1	MQ	1	classified
MET0772_bin.24	Pseudomonadota	#848380	2159524	58.95	6.88	1	MQ	1	classified
T2108174044_maxbin2_bins_bin.122	Pseudomonadota	#848380	3751958	57.4	7.758	1	MQ	1	classified
T2108174029_concoct_bins_bin.64	Pseudomonadota	#848380	3664256	64.69	9.383	1	MQ	1	unclassified
T2108174057_concoct_bins_bin.37	Pseudomonadota	#848380	3031479	51.04	6.27	1	MQ	1	unclassified
T2108174039_concoct_bins_bin.69	Pseudomonadota	#848380	2991030	53.59	8.43	1	MQ	1	unclassified
T2108174124_concoct_bins_bin.95	Pseudomonadota	#848380	4599108	63.9	7.205	1	MQ	1	classified
T2108173920_concoct_bins_bin.90	Pseudomonadota	#848380	2703765	52.83	3.753	1	MQ	1	unclassified
T2108173989_concoct_bins_bin.66	Pseudomonadota	#848380	3259102	52.75	6.65	1	MQ	1	classified
T2109198920_concoct_bins_bin.25	Pseudomonadota	#848380	2995215	55.79	1.843	1	MQ	1	unclassified
1111525849743575_bin.51	Pseudomonadota	#848380	3901078	59.48	4.31	1	MQ	1	unclassified
DS1912041100-1_bin.5	Pseudomonadota	#848380	2586988	50.23	1.93	1	MQ	1	classified
1111525849640249_bin.19_new	Pseudomonadota	#848380	4723589	50	9.65	1	MQ	1	classified
1111525849486442_bin.4	Pseudomonadota	#848380	6409579	69.33	4.25	1	MQ	1	classified
1111525849737367_bin.27	Pseudomonadota	#848380	5446919	55.3	1.38	1	MQ	1	classified
1111525849862568_bin.21	Pseudomonadota	#848380	4436006	52.7	5.52	1	MQ	1	unclassified
1111525849743575_bin.108	Pseudomonadota	#848380	2957947	76.52	3.45	1	MQ	1	classified
DP1808006765_bin.12_new	Pseudomonadota	#848380	1620423	54.96	0.02	1	MQ	1	unclassified
1111525849663683_bin.17	Pseudomonadota	#848380	2559058	61.29	6.13	1	MQ	1	unclassified
T2109199203_concoct_bins_bin.4	Pseudomonadota	#848380	3490509	51.45	5.636	1	MQ	1	unclassified
1111525849861985_bin.1	Pseudomonadota	#848380	4382373	74.12	4.59	1	MQ	1	unclassified
1111525849480358_bin.14	Pseudomonadota	#848380	4052576	65.37	4.31	1	MQ	1	unclassified
T2108173944_concoct_bins_bin.58	Pseudomonadota	#848380	2793149	68.81	0	1	MQ	1	unclassified
1111525849854152_bin.23	Pseudomonadota	#848380	2398152	67.05	4.49	1	MQ	1	unclassified
T2108174107_concoct_bins_bin.41	Pseudomonadota	#848380	4889414	63.4	1.724	1	MQ	1	unclassified
1111525849663802_bin.10	Pseudomonadota	#848380	4315324	53.02	6.29	1	MQ	1	unclassified
1111525849858985_bin.12	Pseudomonadota	#848380	3075529	71.08	3.58	1	MQ	1	unclassified
1111525849861985_bin.64	Pseudomonadota	#848380	2287616	68.58	1.86	1	MQ	1	unclassified
1111525849649795_bin.9	Pseudomonadota	#848380	2292903	54.18	0.89	1	MQ	1	unclassified
1111525849638977_bin.7	Pseudomonadota	#848380	2816921	70.49	4.86	1	MQ	1	unclassified
T2109199193_concoct_bins_bin.13	Pseudomonadota	#848380	2497764	57.48	2.517	1	MQ	1	unclassified
1111525849640573_bin.8_new	Pseudomonadota	#848380	1985525	66.17	5.6	1	MQ	1	unclassified
1111525849478145_bin.14	Pseudomonadota	#848380	2378200	56.18	5.61	1	MQ	1	classified
1111525849640249_bin.79	Pseudomonadota	#848380	3334568	57.87	2.59	1	MQ	1	unclassified
1111525849668081_bin.12	Pseudomonadota	#848380	2000262	57.06	2.48	1	MQ	1	unclassified
1111525849768216_bin.32	Pseudomonadota	#848380	2382538	56.35	9.02	1	MQ	1	unclassified
MET0041_bin.4	Pseudomonadota	#848380	3643447	70.14	1.83	1	MQ	1	classified
MET0780_bin.15	Pseudomonadota	#848380	3422150	54.57	2.39	1	MQ	1	classified
1111525849854152_bin.31	Pseudomonadota	#848380	2654013	63.94	4.7	1	MQ	1	unclassified
T2108173887_metabat2_bins_bin.66	Pseudomonadota	#848380	1825011	51.93	2.586	1	MQ	1	unclassified
1111525849475912_bin.6_new	Pseudomonadota	#848380	2963249	52.93	9.54	1	MQ	1	unclassified
1111525849743575_bin.20	Pseudomonadota	#848380	3616411	96.09	0.43	1	HQ	1	classified
1111525849737518_bin.16	Pseudomonadota	#848380	2716385	52.38	7.76	1	MQ	1	unclassified
1111525849640249_bin.80	Pseudomonadota	#848380	2575399	64.97	1.72	1	MQ	1	unclassified
1111525849644833_bin.2	Pseudomonadota	#848380	3106605	92.34	7.03	1	MQ	1	unclassified
T2108173873_metabat2_bins_bin.119	Pseudomonadota	#848380	4109189	61.7	4.026	1	MQ	1	classified
1111525849486260_bin.1	Pseudomonadota	#848380	3524303	62.06	2.91	1	MQ	1	unclassified
DSKIN0041-1_bin.33	Pseudomonadota	#848380	4184706	61.54	6.38	1	MQ	1	unclassified
1111525849760419_bin.11	Pseudomonadota	#848380	4907346	51.4	4.05	1	MQ	1	unclassified
1111525849478566_bin.13	Pseudomonadota	#848380	3270408	59.28	1.89	1	MQ	1	unclassified
T2108174135_metabat2_bins_bin.126	Pseudomonadota	#848380	5009826	59.65	3.448	1	MQ	1	unclassified
1111525849640249_bin.128	Pseudomonadota	#848380	4372955	51.72	0.86	1	MQ	1	classified
T2107172006_metabat2_bins_bin.24	Pseudomonadota	#848380	3292547	51.99	1.724	1	MQ	1	unclassified
1111525849771817_bin.16	Pseudomonadota	#848380	4898118	62.22	8.31	1	MQ	1	unclassified
1111525849668257_bin.16	Pseudomonadota	#848380	3838939	58.94	5.02	1	MQ	1	unclassified
MET0223_bin.22	Pseudomonadota	#848380	2694616	52.68	1.06	1	MQ	1	classified
T2109198896_maxbin2_bins_bin.12	Pseudomonadota	#848380	3515772	50.22	5.338	1	MQ	1	unclassified
T2109198913_concoct_bins_bin.2	Pseudomonadota	#848380	3160227	50.02	1.975	1	MQ	1	classified
1111525849766308_bin.9	Pseudomonadota	#848380	3555680	53.45	0	1	MQ	1	classified
T2108173887_concoct_bins_bin.88	Pseudomonadota	#848380	2369090	58.29	2.47	1	MQ	1	unclassified
1111525849743575_bin.39	Pseudomonadota	#848380	5005424	96.57	1.17	1	HQ	1	unclassified
T2108174079_concoct_bins_bin.99	Pseudomonadota	#848380	3297423	63.16	3.77	1	MQ	1	unclassified
T2108173873_metabat2_bins_bin.46	Pseudomonadota	#848380	3151447	73.66	5.066	1	MQ	1	unclassified
1111525849481828_bin.19	Pseudomonadota	#848380	2859395	67.13	1.87	1	MQ	1	unclassified
T2108174065_metabat2_bins_bin.1	Pseudomonadota	#848380	2768966	55.33	5.17	1	MQ	1	unclassified
T2108173873_metabat2_bins_bin.115	Pseudomonadota	#848380	2834479	65.65	6.934	1	MQ	1	unclassified
T2108174079_metabat2_bins_bin.69	Pseudomonadota	#848380	3630696	69.12	5.172	1	MQ	1	unclassified
T2108173863_metabat2_bins_bin.27	Pseudomonadota	#848380	2353815	57.06	4.725	1	MQ	1	unclassified
T2107171976_concoct_bins_bin.34	Pseudomonadota	#848380	2897511	57	9.756	1	MQ	1	unclassified
T2108174042_concoct_bins_bin.27	Pseudomonadota	#848380	2225760	53.28	5.643	1	MQ	1	unclassified
T2108174003_metabat2_bins_bin.101	Pseudomonadota	#848380	2149847	52.58	5.172	1	MQ	1	unclassified
1111525849743575_bin.40	Pseudomonadota	#848380	4798184	97.43	2.39	1	HQ	1	classified
1111525849772285_bin.19	Pseudomonadota	#848380	1441474	51.92	1.99	1	MQ	1	classified
T2107172014_concoct_bins_bin.73	Pseudomonadota	#848380	1923505	61.17	4.909	1	MQ	1	unclassified
1111525849480358_bin.6	Pseudomonadota	#848380	2137939	50.75	6.5	1	MQ	1	unclassified
1111525849644392_bin.2	Pseudomonadota	#848380	2988975	85.76	5.59	1	MQ	1	classified
1111525849739510_bin.7	Pseudomonadota	#848380	2983875	79.16	6.32	1	MQ	1	classified
T2108173938_metabat2_bins_bin.9	Pseudomonadota	#848380	2603449	53.08	6.896	1	MQ	1	unclassified
T2107172004_concoct_bins_bin.24	Pseudomonadota	#848380	2121079	53.1	6.731	1	MQ	1	classified
T2108174013_concoct_bins_bin.28	Pseudomonadota	#848380	2334681	64.58	3.437	1	MQ	1	classified
T2108174147_concoct_bins_bin.36	Pseudomonadota	#848380	2287088	57.16	6.737	1	MQ	1	classified
T2108174010_concoct_bins_bin.154	Pseudomonadota	#848380	2506047	63.73	9.453	1	MQ	1	classified
1111525849743575_bin.43	Pseudomonadota	#848380	5547131	98.5	2.21	1	HQ	1	unclassified
T2108174102_maxbin2_bins_bin.150	Pseudomonadota	#848380	3236865	53.91	7.758	1	MQ	1	unclassified
T2108173919_concoct_bins_bin.74	Pseudomonadota	#848380	2683596	72.59	7.646	1	MQ	1	classified
T2108174067_concoct_bins_bin.80	Pseudomonadota	#848380	1845300	51.55	0.73	1	MQ	1	classified
T2108173873_metabat2_bins_bin.67	Pseudomonadota	#848380	2939182	52.86	0.626	1	MQ	1	unclassified
T2108174061_concoct_bins_bin.102	Pseudomonadota	#848380	1984641	60.82	0.955	1	MQ	1	unclassified
1111525849736979_bin.17	Pseudomonadota	#848380	3078764	74.34	3.4	1	MQ	1	unclassified
T2108174132_concoct_bins_bin.81	Pseudomonadota	#848380	2114328	56.68	2.255	1	MQ	1	unclassified
T2107171957_concoct_bins_bin.7	Pseudomonadota	#848380	2579712	70.99	8.159	1	MQ	1	unclassified
T2108173873_concoct_bins_bin.146	Pseudomonadota	#848380	2612560	72.26	4.222	1	MQ	1	unclassified
T2108174131_metabat2_bins_bin.47	Pseudomonadota	#848380	2369902	61.52	2.774	1	MQ	1	classified
1111525849743575_bin.45	Pseudomonadota	#848380	4004248	98.48	1.12	1	HQ	1	classified
1111525849479196_bin.7	Pseudomonadota	#848380	1551737	50.53	1.21	1	MQ	1	unclassified
T2107172002_concoct_bins_bin.136	Pseudomonadota	#848380	3386142	60.88	5.972	1	MQ	1	classified
